ModelID,BRCA1 (672),NOTCH3 (4854),CTCF (10664),CDK6 (1021),MET (4233),ARID1A (8289),PIK3CA (5290),KRAS (3845),NOTCH2 (4853),APC (324),CDK4 (1019),MYC (4609),IDH1 (3417),BRCA2 (675),RB1 (5925),TP53 (7157),SMAD4 (4089),ERBB2 (2064),EGFR (1956),CDKN2A (1029),NOTCH1 (4851),BRAF (673),CTNNB1 (1499),ALK (238),PTEN (5728),IDH2 (3418),NF2 (4771),NF1 (4763),NOTCH4 (4855)
ACH-001098,3.84799690655495,0.5360529002402097,4.0925457415435655,3.4672794804599825,6.415319248140376,4.645586385913608,3.5397791916984938,5.095924419998536,3.257010618206024,3.4581194811745064,7.588114949388078,6.220716891998917,7.490329447274634,2.2265085298086795,3.810443103845176,3.07210580048042,3.877744249949002,5.681449265314958,3.96254902292306,4.612352498752662,1.4436066514756145,3.372952097911829,7.509141583520586,0.01435529297707,5.370513052460412,3.0373822220030804,2.918386234446348,4.383358695385111,0.2986583155645151
ACH-000570,4.596935142387232,2.0250287944915226,5.340918270272116,3.032100843167024,4.73226919950145,4.9823091301297735,3.715893370547605,4.0557162635125446,4.030336078370959,3.6158870739160567,8.252949213398786,4.512858954449976,6.723695070441395,1.7484612330040354,4.699329525673156,6.724650271732967,5.148527425160464,3.690417095532466,3.91456452349394,0.2387868595871165,3.663344619366085,3.877744249949002,7.8901426537668735,1.967168607532628,4.488000770834068,5.37920505996061,4.370861740085285,4.609400390006429,1.4489009511451276
ACH-000351,5.0,1.782408564927373,4.466627120041501,4.9804823555382605,4.79960542245267,5.275007047499869,3.949534933017012,7.79428588796893,5.727375938594897,2.84799690655495,7.403438163008279,3.777156666004501,7.894393378824551,3.063502942306158,4.803743668505225,6.25001411501037,5.242983516109694,5.334496768390418,5.253232938538032,7.284847229418632,3.007195501404204,3.8042601156347375,7.815447343006325,0.963474123974886,4.602884408718419,3.4867143730307024,4.05484847699562,4.000901402741532,0.4329594072761062
ACH-002075,5.4682574683231415,0.9107326619029126,5.587064898363171,1.2203299548795556,3.3701642805402097,5.381629467033664,3.4581194811745064,4.508428652531857,0.4646682670034443,3.377123749129487,7.858043178918487,0.4750848829487829,4.947198584262056,3.298658315564515,2.985500430304885,4.606442228131607,5.793375711264754,3.602884408718418,1.819668183496456,4.602884408718419,1.5008020530571575,3.408711861029429,6.139551352398794,0.0426443374084937,3.733354340613827,6.924218679748503,2.2265085298086795,4.309612772454123,3.440952198029637
ACH-002040,4.148934104526339,0.1634987322828795,3.903038270112912,2.669026765509631,1.82781902461732,3.665620164066381,3.095924419998536,3.526068811667588,4.265286857565172,1.4276061727818994,7.82750149516938,5.132988042627442,6.375560793169459,2.521050736900963,3.959770155211468,4.28835856219366,3.512226886513957,3.3132458517875616,0.6780719051126377,3.142413437873741,0.5160151470036647,2.8659188145522125,9.62955698047725,0.84799690655495,3.624100894628114,6.801288016778913,4.351910961103077,3.769771739249448,0.5260688116675876
ACH-000769,5.24450655139592,3.6005076453457856,5.017031080527841,4.523561956057013,4.491853096329675,5.4087118610294285,3.713695814843359,4.814037647539975,3.95884267524324,3.24031432933371,8.585150339409124,8.417936880550135,7.428527674741039,2.2357270598380583,1.7180875839605168,5.901349637650881,4.897240425574799,3.3603642765434705,1.111031312388744,8.197806430837662,2.0942360698457656,3.606442228131608,7.132165525478088,0.2387868595871165,3.78135971352466,6.453023646529056,3.750606504835592,4.876762490781555,0.4646682670034443
ACH-000154,3.980025300238734,4.170726276131552,4.653060017104565,3.2047667506546134,5.332707933640605,4.9963887464476215,3.779259720372376,3.776103988073164,5.537917249034083,4.03738222200308,7.746850183098051,5.488322191140821,6.778077129535358,2.3045110418099526,4.392317422778761,4.93969674069176,5.016139702655253,5.034743949324734,5.339493737901733,5.8189016758856384,2.931683057059806,3.346247774082775,7.139653667567865,0.01435529297707,4.93969674069176,5.523248292605209,5.041330606820623,4.384740587292384,1.2016338611696504
ACH-000828,3.448900951145128,4.725195817226664,4.329123596291566,2.3132458517875616,0.2387868595871165,4.377123749129487,3.249445341085839,3.682573297347578,4.880685525261125,3.451540833017832,6.181301364926356,6.423073879089372,6.172327491657617,1.992768430768924,3.454175893185802,4.503984703897613,3.550900664647523,11.44744488808367,0.2141248053528473,2.1076878693143737,3.1127001327493624,2.718087583960517,6.515384460636948,0.01435529297707,4.58014548442338,8.280399611126526,3.821710215034674,2.84197311892718,0.0565835283663675
ACH-000421,5.33699741660501,2.782408564927373,5.386121156814855,3.496973580998276,6.402415216824399,5.338780943894699,4.00539998774259,4.883132015657282,5.1001366712854495,4.200849574637213,7.463442631859737,6.355967689241001,6.868637384170314,2.807354922057604,3.975446765640962,6.022145842870176,4.754887502163468,6.038480079936654,4.161887682376894,6.636914580355878,3.655351828612554,3.786596361890807,6.304693557471008,0.1243281350022017,6.032541697270038,5.589763486984977,3.936402377725064,5.246027980528104,1.0496307677246008
ACH-000765,4.68873986801449,2.5084286525318573,4.931210274803932,3.810443103845176,3.733354340613827,4.733354340613827,3.543495883425772,5.08533966935737,5.566206293465506,4.110196177754199,7.953207027098,5.934044647112246,6.1661128574014255,3.871843648509318,4.607034345948616,6.137708437469602,5.130107178658833,5.77899700616954,0.765534746362977,6.84159579578108,4.456806149230474,4.195347598322219,7.687550651000702,0.5558161550616396,4.766065051474954,5.561937059622433,5.136683577697236,4.083213368248981,1.765534746362977
ACH-001375,5.35860724911781,1.9634741239748856,5.11603199344711,3.64961545906341,6.289834465177509,4.91169158187234,4.177917792195843,3.9541963103868754,4.36667191611176,3.710393192170516,6.615887073916057,5.877744249949002,8.950701690089007,4.040015678847879,5.681449265314958,5.581953750848818,3.021479727410452,6.412781525338476,5.474436043252266,0.1110313123887439,0.8639384504239714,2.942983598187102,6.621319301014191,0.0285691521967709,4.517905553529951,5.339137384919585,4.19377174339668,4.3269687115878925,1.922197848396367
ACH-000008,4.464668267003445,0.5260688116675876,4.516015147003665,4.292045492492862,4.501439145158873,4.657640005207824,3.15704371014558,3.604071323668861,5.297558281168186,3.056583528366368,8.12344893167356,3.859969548221026,6.507160349117523,2.350497247084133,4.785550551739256,4.524189078449365,4.733354340613827,4.154615611326894,2.937344392150232,0.0565835283663675,3.4208865749755315,3.711494906650088,7.411680457651745,1.5558161550616396,2.7506065048355923,4.3826672527450405,5.152183419055046,3.805292455600712,1.0496307677246008
ACH-001814,4.009884588931844,0.3334237337251918,4.388878338811989,3.439623137557117,6.408032466130653,4.000901402741532,3.937344392150232,3.805292455600712,5.397118409042582,2.780310099043376,8.733930490020573,5.805034439854537,6.228626318331999,1.480265122054463,2.533563348214512,0.765534746362977,4.724104519866845,4.042644337408494,4.647314509547136,8.408372203572677,1.5008020530571575,2.933572638261024,6.910013053421343,0.6780719051126377,4.605257262939004,6.208283138412519,4.393004256898322,4.260778431893426,0.4750848829487829
